run_id,trained_at,instance,n_episodes,episode,reward,makespan,avg_reward_100,critic_loss,entropy,entropy_coef,best_makespan,is_best,rolling_eval_ms
1,2026-05-26 20:49:32,5x5,3000,1,11.0417,48,11.0417,114.220382,1.265484,0.049966,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,2,13.6739,46,12.3578,171.84593,1.398705,0.049933,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,3,3.0102,49,9.2419,34.491331,1.186304,0.0499,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,4,-86.1772,79,-14.6129,364.080695,1.212844,0.049866,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,5,-9.0,50,-13.4903,160.781659,1.425417,0.049833,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,6,9.6739,46,-9.6296,108.086828,1.41772,0.049799,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,7,-6.4615,52,-9.177,105.629056,1.30921,0.049766,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,8,16.5698,43,-5.9587,122.626109,1.344351,0.049732,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,9,5.6739,46,-4.6662,78.272605,1.294629,0.049699,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,10,19.7778,45,-2.2218,123.104547,1.279965,0.049666,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,11,15.5698,43,-0.6043,119.092472,1.348619,0.049633,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,12,-13.4615,52,-1.6758,75.971735,1.319202,0.049599,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,13,-7.5702,57,-2.1292,79.072593,1.230645,0.049566,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,14,10.1739,46,-1.2504,181.151591,1.359358,0.049533,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,15,-15.7727,55,-2.2186,27.67253,1.219843,0.0495,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,16,-2.9583,48,-2.2648,121.278656,1.329515,0.049466,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,17,4.5417,48,-1.8644,71.402603,1.222459,0.049433,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,18,-16.3519,54,-2.6693,190.783958,1.361066,0.0494,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,19,-73.5526,76,-6.4,254.871212,1.073677,0.049367,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,20,-26.0082,61,-7.3804,70.70278,1.278701,0.049334,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,21,17.7619,42,-6.1831,197.666436,1.339753,0.049301,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,22,-13.8519,54,-6.5317,100.143667,1.378831,0.049268,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,23,-2.4898,49,-6.356,80.760143,1.279344,0.049235,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,24,-25.8136,59,-7.1667,94.11349,1.296638,0.049202,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,25,23.7619,42,-5.9296,173.855444,1.396607,0.049169,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,26,18.5698,43,-4.9873,145.915502,1.306359,0.049136,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,27,-4.9902,51,-4.9874,35.252549,1.267927,0.049103,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,28,17.4878,41,-4.1847,158.69852,1.333044,0.04907,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,29,20.7619,42,-3.3245,231.273959,1.440432,0.049037,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,30,15.7778,45,-2.6877,110.909068,1.302791,0.049004,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,31,8.0957,47,-2.3399,125.477436,1.37659,0.048971,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,32,-12.4483,58,-2.6558,15.525757,1.295219,0.048938,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,33,-2.9898,49,-2.6659,76.90947,1.270314,0.048906,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,34,28.5513,39,-1.7477,150.079799,1.343922,0.048873,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,35,-28.8387,62,-2.5218,104.922173,1.278949,0.04884,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,36,-19.2727,55,-2.9871,49.797666,1.302439,0.048807,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,37,-22.1667,60,-3.5054,42.811514,1.250498,0.048775,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,38,-0.9902,51,-3.4392,90.771165,1.303221,0.048742,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,39,23.4878,41,-2.7488,128.435045,1.407831,0.048709,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,40,8.1739,46,-2.4757,58.229082,1.302712,0.048677,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,41,-3.4615,52,-2.4998,41.984117,1.248159,0.048644,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,42,-10.4615,52,-2.6894,61.121689,1.317821,0.048611,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,43,1.2778,45,-2.5971,109.95188,1.401339,0.048579,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,44,11.5957,47,-2.2745,111.442274,1.339243,0.048546,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,45,20.4091,44,-1.7704,138.799983,1.393412,0.048514,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,46,-48.5606,66,-2.7876,139.162676,1.274593,0.048481,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,47,14.6739,46,-2.4161,105.152656,1.333898,0.048449,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,48,14.0417,48,-2.0732,97.024654,1.405983,0.048416,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,49,8.0417,48,-1.8668,38.607816,1.231337,0.048384,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,50,7.9091,44,-1.6713,46.877225,1.27301,0.048351,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,51,17.0698,43,-1.3038,63.630292,1.362358,0.048319,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,52,-11.9902,51,-1.5093,40.288938,1.29249,0.048286,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,53,-34.0082,61,-2.1225,71.911447,1.238412,0.048254,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,54,3.0385,52,-2.0269,45.590612,1.451283,0.048222,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,55,-12.7727,55,-2.2223,34.220272,1.230945,0.048189,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,56,-8.3519,54,-2.3318,24.378094,1.230456,0.048157,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,57,4.0,50,-2.2207,35.668334,1.222504,0.048125,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,58,-24.6667,60,-2.6077,59.250257,1.277251,0.048093,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,59,-11.7727,55,-2.763,28.410537,1.305707,0.04806,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,60,8.5417,48,-2.5746,32.859762,1.301186,0.048028,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,61,-34.8387,62,-3.1035,50.396279,1.236069,0.047996,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,62,27.25,40,-2.614,74.888096,1.392711,0.047964,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,63,-25.0702,57,-2.9704,64.76011,1.211848,0.047932,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,64,25.25,40,-2.5295,75.165679,1.341375,0.047899,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,65,28.9091,44,-2.0458,84.563962,1.372938,0.047867,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,66,-7.5,50,-2.1284,20.884217,1.328743,0.047835,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,67,-32.8387,62,-2.5868,86.439019,1.120852,0.047803,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,68,-30.5082,61,-2.9974,46.501718,1.259854,0.047771,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,69,-30.8387,62,-3.4009,61.172767,1.364052,0.047739,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,70,-22.1667,60,-3.669,36.253324,1.225715,0.047707,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,71,6.0957,47,-3.5315,22.168856,1.262359,0.047675,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,72,15.0698,43,-3.2731,52.352556,1.363837,0.047643,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,73,-50.3433,67,-3.9179,127.62476,1.257096,0.047611,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,74,-9.9902,51,-4.0,15.158461,1.313102,0.047579,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,75,-2.9043,47,-3.9853,18.427184,1.374876,0.047547,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,76,10.5417,48,-3.7942,70.91296,1.310747,0.047516,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,77,0.0385,52,-3.7444,22.177228,1.306597,0.047484,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,78,17.5698,43,-3.4712,59.509247,1.317248,0.047452,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,79,-26.1667,60,-3.7585,44.349383,1.238914,0.04742,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,80,-22.1786,56,-3.9887,42.827401,1.248982,0.047388,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,81,-8.9902,51,-4.0505,18.387182,1.317566,0.047357,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,82,-3.4898,49,-4.0436,49.492375,1.338729,0.047325,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,83,-30.2692,65,-4.3596,46.408325,1.205085,0.047293,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,84,17.5698,43,-4.0985,37.239136,1.339801,0.047261,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,85,-3.9898,49,-4.0972,17.737831,1.21342,0.04723,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,86,4.1739,46,-4.0011,40.326435,1.335737,0.047198,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,87,-19.5082,61,-4.1793,31.482895,1.377863,0.047166,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,88,1.5957,47,-4.1137,28.685535,1.323627,0.047135,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,89,2.5417,48,-4.0389,22.006425,1.382101,0.047103,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,90,31.5513,39,-3.6435,160.194487,1.477821,0.047072,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,91,7.5102,49,-3.5209,44.199375,1.459376,0.04704,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,92,-7.9615,52,-3.5692,10.243146,1.245202,0.047008,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,93,-38.7692,65,-3.9477,115.96251,1.266363,0.046977,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,94,-31.8136,59,-4.2441,55.965077,1.285337,0.046945,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,95,-16.1587,63,-4.3695,47.852797,1.275728,0.046914,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,96,4.5417,48,-4.2767,89.454103,1.468816,0.046883,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,97,-15.4151,53,-4.3915,62.092349,1.402747,0.046851,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,98,12.6739,46,-4.2174,54.648896,1.416834,0.04682,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,99,-6.9583,48,-4.2451,24.424947,1.33602,0.046788,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,100,-16.4151,53,-4.3668,38.854217,1.244462,0.046757,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,101,21.0698,43,-4.2665,59.856997,1.325853,0.046726,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,102,-34.5082,61,-4.7483,60.711813,1.266187,0.046694,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,103,-9.9151,53,-4.8776,40.471969,1.3584,0.046663,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,104,-3.4151,53,-4.0499,27.397423,1.211435,0.046632,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,105,-15.6786,56,-4.1167,65.984895,1.195157,0.0466,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,106,5.2778,45,-4.1607,49.082649,1.303513,0.046569,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,107,-15.6667,60,-4.2527,20.233482,1.290371,0.046538,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,108,-5.4483,58,-4.4729,34.097879,1.248245,0.046507,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,109,-15.9483,58,-4.6891,38.318362,1.157287,0.046476,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,110,11.7619,42,-4.7693,92.505459,1.398897,0.046444,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,111,-9.8519,54,-5.0235,13.463511,1.236336,0.046413,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,112,14.2619,42,-4.7463,64.379268,1.419823,0.046382,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,113,-32.2692,65,-4.9933,59.838817,1.266431,0.046351,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,114,-58.1389,72,-5.6764,204.766003,1.234271,0.04632,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,115,-37.6587,63,-5.8953,133.245636,1.100828,0.046289,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,116,6.2778,45,-5.8029,50.076992,1.407192,0.046258,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,117,-50.8433,67,-6.3568,122.955217,1.156629,0.046227,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,118,13.5698,43,-6.0575,109.679987,1.412222,0.046196,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,119,-10.7727,55,-5.4297,40.947232,1.25299,0.046165,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,120,-37.2692,65,-5.5423,110.321226,1.148849,0.046134,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,121,11.5698,43,-5.6043,21.252877,1.284037,0.046103,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,122,-17.0702,57,-5.6365,50.155063,1.315287,0.046072,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,123,10.0698,43,-5.5109,40.588566,1.323423,0.046041,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,124,-27.1786,56,-5.5245,44.023807,1.180769,0.04601,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,125,-30.5082,61,-6.0672,41.760347,1.2474,0.04598,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,126,4.7778,45,-6.2051,23.135577,1.296343,0.045949,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,127,-17.1667,60,-6.3269,25.546143,1.299487,0.045918,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,128,21.75,40,-6.2843,77.51907,1.362225,0.045887,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,129,-7.4151,53,-6.566,15.290732,1.321705,0.045856,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,130,1.5,50,-6.7088,33.393842,1.2864,0.045826,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,131,-8.9151,53,-6.8789,21.648658,1.220847,0.045795,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,132,-4.4151,53,-6.7986,5.878649,1.368156,0.045764,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,133,-7.0702,57,-6.8394,23.953698,1.257011,0.045734,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,134,-6.5,50,-7.1899,36.444175,1.382453,0.045703,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,135,-14.2727,55,-7.0443,15.372549,1.237758,0.045672,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,136,-76.875,80,-7.6203,244.208824,1.233812,0.045642,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,137,11.5417,48,-7.2832,27.676556,1.320958,0.045611,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,138,-55.1389,72,-7.8247,144.016773,1.237215,0.045581,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,139,-12.2727,55,-8.1823,32.164611,1.364975,0.04555,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,140,-7.4151,53,-8.3382,13.311188,1.185593,0.045519,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,141,-28.3136,59,-8.5867,26.674259,1.281943,0.045489,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,142,14.2619,42,-8.3395,53.693183,1.361374,0.045458,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,143,33.5513,39,-8.0167,98.495224,1.393156,0.045428,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,144,-7.4151,53,-8.2068,17.998385,1.352769,0.045397,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,145,27.5513,39,-8.1354,110.048995,1.390092,0.045367,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,146,-17.2727,55,-7.8225,26.086198,1.335596,0.045337,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,147,3.0102,49,-7.9392,11.154699,1.230603,0.045306,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,148,13.5102,49,-7.9445,36.781783,1.390777,0.045276,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,149,-46.1587,63,-8.4865,80.853083,1.240522,0.045246,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,150,-20.9151,53,-8.7747,14.836684,1.336073,0.045215,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,151,-36.9483,58,-9.3149,46.153114,1.25179,0.045185,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,152,-12.9151,53,-9.3242,29.853063,1.265101,0.045155,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,153,-14.4151,53,-9.1282,22.210343,1.3559,0.045124,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,154,-3.0,50,-9.1886,13.480721,1.235995,0.045094,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,155,-34.8136,59,-9.409,45.181004,1.261543,0.045064,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,156,-13.1786,56,-9.4573,12.897322,1.21509,0.045034,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,157,4.5102,49,-9.4522,30.667389,1.225597,0.045003,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,158,-20.8136,59,-9.4137,9.007498,1.143875,0.044973,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,159,26.2838,37,-9.0331,94.243194,1.353549,0.044943,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,160,27.0698,43,-8.8478,100.246053,1.372725,0.044913,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,161,-13.9151,53,-8.6386,42.764685,1.379995,0.044883,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,162,-18.8519,54,-9.0996,54.226605,1.425878,0.044853,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,163,-55.3841,69,-9.4027,117.861121,1.190783,0.044823,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,164,27.2838,37,-9.3824,76.139196,1.400305,0.044793,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,165,-27.0702,57,-9.9422,21.460657,1.268817,0.044763,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,166,-16.4151,53,-10.0313,8.262207,1.221578,0.044733,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,167,7.0102,49,-9.6328,14.084913,1.38205,0.044703,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,168,-35.7692,65,-9.6855,50.653252,1.246416,0.044673,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,169,-22.5702,57,-9.6028,21.446275,1.136783,0.044643,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,170,5.0957,47,-9.3301,63.430868,1.395551,0.044613,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,171,-22.1786,56,-9.6129,20.021742,1.322294,0.044583,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,172,-0.4043,47,-9.7676,33.177739,1.189788,0.044553,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,173,-36.1667,60,-9.6259,45.707015,1.157298,0.044523,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,174,11.2778,45,-9.4132,30.131144,1.400712,0.044493,inf,0,-1
1,2026-05-26 20:49:32,5x5,3000,175,7.2778,45,-9.3114,59.897566,1.27558,0.044463,inf,0,-1
