run_id,trained_at,instance,algorithm,run,makespan,idle_time,utilization
3,2026-05-19 14:22:15,ft06,random,1,93,361,0.353
3,2026-05-19 14:22:15,ft06,random,2,92,355,0.3569
3,2026-05-19 14:22:15,ft06,random,3,107,445,0.3069
3,2026-05-19 14:22:15,ft06,random,4,101,409,0.3251
3,2026-05-19 14:22:15,ft06,random,5,84,307,0.3909
3,2026-05-19 14:22:15,ft06,random,6,127,565,0.2585
3,2026-05-19 14:22:15,ft06,random,7,104,427,0.3157
3,2026-05-19 14:22:15,ft06,random,8,111,469,0.2958
3,2026-05-19 14:22:15,ft06,random,9,118,511,0.2782
3,2026-05-19 14:22:15,ft06,random,10,108,451,0.304
3,2026-05-19 14:22:15,ft06,random,11,70,223,0.469
3,2026-05-19 14:22:15,ft06,random,12,102,415,0.3219
3,2026-05-19 14:22:15,ft06,random,13,118,511,0.2782
3,2026-05-19 14:22:15,ft06,random,14,92,355,0.3569
3,2026-05-19 14:22:15,ft06,random,15,112,475,0.2932
3,2026-05-19 14:22:15,ft06,random,16,94,367,0.3493
3,2026-05-19 14:22:15,ft06,random,17,98,391,0.335
3,2026-05-19 14:22:15,ft06,random,18,91,349,0.3608
3,2026-05-19 14:22:15,ft06,random,19,79,277,0.4156
3,2026-05-19 14:22:15,ft06,random,20,87,325,0.3774
3,2026-05-19 14:22:15,ft06,random,21,106,439,0.3097
3,2026-05-19 14:22:15,ft06,random,22,81,289,0.4053
3,2026-05-19 14:22:15,ft06,random,23,91,349,0.3608
3,2026-05-19 14:22:15,ft06,random,24,120,523,0.2736
3,2026-05-19 14:22:15,ft06,random,25,104,427,0.3157
3,2026-05-19 14:22:15,ft06,random,26,92,355,0.3569
3,2026-05-19 14:22:15,ft06,random,27,79,277,0.4156
3,2026-05-19 14:22:15,ft06,random,28,98,391,0.335
3,2026-05-19 14:22:15,ft06,random,29,85,313,0.3863
3,2026-05-19 14:22:15,ft06,random,30,115,493,0.2855
4,2026-05-19 23:06:41,ft06,a2c,1,76,259,0.432
4,2026-05-19 23:06:41,ft06,a2c,2,78,271,0.4209
4,2026-05-19 23:06:41,ft06,a2c,3,60,163,0.5472
4,2026-05-19 23:06:41,ft06,a2c,4,68,211,0.4828
4,2026-05-19 23:06:41,ft06,a2c,5,81,289,0.4053
4,2026-05-19 23:06:41,ft06,a2c,6,64,187,0.513
4,2026-05-19 23:06:41,ft06,a2c,7,81,289,0.4053
4,2026-05-19 23:06:41,ft06,a2c,8,65,193,0.5051
4,2026-05-19 23:06:41,ft06,a2c,9,65,193,0.5051
4,2026-05-19 23:06:41,ft06,a2c,10,66,199,0.4975
4,2026-05-19 23:06:41,ft06,a2c,11,65,193,0.5051
4,2026-05-19 23:06:41,ft06,a2c,12,71,229,0.4624
4,2026-05-19 23:06:41,ft06,a2c,13,65,193,0.5051
4,2026-05-19 23:06:41,ft06,a2c,14,72,235,0.456
4,2026-05-19 23:06:41,ft06,a2c,15,62,175,0.5296
4,2026-05-19 23:06:41,ft06,a2c,16,67,205,0.49
4,2026-05-19 23:06:41,ft06,a2c,17,80,283,0.4104
4,2026-05-19 23:06:41,ft06,a2c,18,66,199,0.4975
4,2026-05-19 23:06:41,ft06,a2c,19,70,223,0.469
4,2026-05-19 23:06:41,ft06,a2c,20,62,175,0.5296
4,2026-05-19 23:06:41,ft06,a2c,21,68,211,0.4828
4,2026-05-19 23:06:41,ft06,a2c,22,62,175,0.5296
4,2026-05-19 23:06:41,ft06,a2c,23,64,187,0.513
4,2026-05-19 23:06:41,ft06,a2c,24,68,211,0.4828
4,2026-05-19 23:06:41,ft06,a2c,25,66,199,0.4975
4,2026-05-19 23:06:41,ft06,a2c,26,66,199,0.4975
4,2026-05-19 23:06:41,ft06,a2c,27,64,187,0.513
4,2026-05-19 23:06:41,ft06,a2c,28,68,211,0.4828
4,2026-05-19 23:06:41,ft06,a2c,29,61,169,0.5383
4,2026-05-19 23:06:41,ft06,a2c,30,63,181,0.5212
4,2026-05-19 23:06:41,ft06,a2c_greedy,1,60,163,0.5472
4,2026-05-19 23:06:41,ft06,edd,1,101,409,0.3251
4,2026-05-19 23:06:41,ft06,lpt,1,129,577,0.2545
4,2026-05-19 23:06:41,ft06,fifo,1,152,715,0.216
4,2026-05-19 23:06:41,ft06,spt,1,109,457,0.3012
4,2026-05-19 23:06:41,ft06,random,1,93,361,0.353
4,2026-05-19 23:06:41,ft06,random,2,92,355,0.3569
4,2026-05-19 23:06:41,ft06,random,3,107,445,0.3069
4,2026-05-19 23:06:41,ft06,random,4,101,409,0.3251
4,2026-05-19 23:06:41,ft06,random,5,84,307,0.3909
4,2026-05-19 23:06:41,ft06,random,6,127,565,0.2585
4,2026-05-19 23:06:41,ft06,random,7,104,427,0.3157
4,2026-05-19 23:06:41,ft06,random,8,111,469,0.2958
4,2026-05-19 23:06:41,ft06,random,9,118,511,0.2782
4,2026-05-19 23:06:41,ft06,random,10,108,451,0.304
4,2026-05-19 23:06:41,ft06,random,11,70,223,0.469
4,2026-05-19 23:06:41,ft06,random,12,102,415,0.3219
4,2026-05-19 23:06:41,ft06,random,13,118,511,0.2782
4,2026-05-19 23:06:41,ft06,random,14,92,355,0.3569
4,2026-05-19 23:06:41,ft06,random,15,112,475,0.2932
4,2026-05-19 23:06:41,ft06,random,16,94,367,0.3493
4,2026-05-19 23:06:41,ft06,random,17,98,391,0.335
4,2026-05-19 23:06:41,ft06,random,18,91,349,0.3608
4,2026-05-19 23:06:41,ft06,random,19,79,277,0.4156
4,2026-05-19 23:06:41,ft06,random,20,87,325,0.3774
4,2026-05-19 23:06:41,ft06,random,21,106,439,0.3097
4,2026-05-19 23:06:41,ft06,random,22,81,289,0.4053
4,2026-05-19 23:06:41,ft06,random,23,91,349,0.3608
4,2026-05-19 23:06:41,ft06,random,24,120,523,0.2736
4,2026-05-19 23:06:41,ft06,random,25,104,427,0.3157
4,2026-05-19 23:06:41,ft06,random,26,92,355,0.3569
4,2026-05-19 23:06:41,ft06,random,27,79,277,0.4156
4,2026-05-19 23:06:41,ft06,random,28,98,391,0.335
4,2026-05-19 23:06:41,ft06,random,29,85,313,0.3863
4,2026-05-19 23:06:41,ft06,random,30,115,493,0.2855
5,2026-05-19 23:31:35,ft06,a2c,1,76,259,0.432
5,2026-05-19 23:31:35,ft06,a2c,2,79,277,0.4156
5,2026-05-19 23:31:35,ft06,a2c,3,76,259,0.432
5,2026-05-19 23:31:35,ft06,a2c,4,60,163,0.5472
5,2026-05-19 23:31:35,ft06,a2c,5,65,193,0.5051
5,2026-05-19 23:31:35,ft06,a2c,6,70,223,0.469
5,2026-05-19 23:31:35,ft06,a2c,7,66,199,0.4975
5,2026-05-19 23:31:35,ft06,a2c,8,72,235,0.456
5,2026-05-19 23:31:35,ft06,a2c,9,75,253,0.4378
5,2026-05-19 23:31:35,ft06,a2c,10,66,199,0.4975
5,2026-05-19 23:31:35,ft06,a2c,11,65,193,0.5051
5,2026-05-19 23:31:35,ft06,a2c,12,76,259,0.432
5,2026-05-19 23:31:35,ft06,a2c,13,65,193,0.5051
5,2026-05-19 23:31:35,ft06,a2c,14,80,283,0.4104
5,2026-05-19 23:31:35,ft06,a2c,15,77,265,0.4264
5,2026-05-19 23:31:35,ft06,a2c,16,66,199,0.4975
5,2026-05-19 23:31:35,ft06,a2c,17,66,199,0.4975
5,2026-05-19 23:31:35,ft06,a2c,18,84,307,0.3909
5,2026-05-19 23:31:35,ft06,a2c,19,61,169,0.5383
5,2026-05-19 23:31:35,ft06,a2c,20,60,163,0.5472
5,2026-05-19 23:31:35,ft06,a2c,21,80,283,0.4104
5,2026-05-19 23:31:35,ft06,a2c,22,62,175,0.5296
5,2026-05-19 23:31:35,ft06,a2c,23,68,211,0.4828
5,2026-05-19 23:31:35,ft06,a2c,24,65,193,0.5051
5,2026-05-19 23:31:35,ft06,a2c,25,60,163,0.5472
5,2026-05-19 23:31:35,ft06,a2c,26,60,163,0.5472
5,2026-05-19 23:31:35,ft06,a2c,27,80,283,0.4104
5,2026-05-19 23:31:35,ft06,a2c,28,81,289,0.4053
5,2026-05-19 23:31:35,ft06,a2c,29,62,175,0.5296
5,2026-05-19 23:31:35,ft06,a2c,30,63,181,0.5212
5,2026-05-19 23:31:35,ft06,a2c_greedy,1,60,163,0.5472
5,2026-05-19 23:31:35,ft06,fifo,1,152,715,0.216
5,2026-05-19 23:31:35,ft06,lpt,1,129,577,0.2545
5,2026-05-19 23:31:35,ft06,edd,1,101,409,0.3251
5,2026-05-19 23:31:35,ft06,spt,1,109,457,0.3012
5,2026-05-19 23:31:35,ft06,random,1,93,361,0.353
5,2026-05-19 23:31:35,ft06,random,2,92,355,0.3569
5,2026-05-19 23:31:35,ft06,random,3,107,445,0.3069
5,2026-05-19 23:31:35,ft06,random,4,101,409,0.3251
5,2026-05-19 23:31:35,ft06,random,5,84,307,0.3909
5,2026-05-19 23:31:35,ft06,random,6,127,565,0.2585
5,2026-05-19 23:31:35,ft06,random,7,104,427,0.3157
5,2026-05-19 23:31:35,ft06,random,8,111,469,0.2958
5,2026-05-19 23:31:35,ft06,random,9,118,511,0.2782
5,2026-05-19 23:31:35,ft06,random,10,108,451,0.304
5,2026-05-19 23:31:35,ft06,random,11,70,223,0.469
5,2026-05-19 23:31:35,ft06,random,12,102,415,0.3219
5,2026-05-19 23:31:35,ft06,random,13,118,511,0.2782
5,2026-05-19 23:31:35,ft06,random,14,92,355,0.3569
5,2026-05-19 23:31:35,ft06,random,15,112,475,0.2932
5,2026-05-19 23:31:35,ft06,random,16,94,367,0.3493
5,2026-05-19 23:31:35,ft06,random,17,98,391,0.335
5,2026-05-19 23:31:35,ft06,random,18,91,349,0.3608
5,2026-05-19 23:31:35,ft06,random,19,79,277,0.4156
5,2026-05-19 23:31:35,ft06,random,20,87,325,0.3774
5,2026-05-19 23:31:35,ft06,random,21,106,439,0.3097
5,2026-05-19 23:31:35,ft06,random,22,81,289,0.4053
5,2026-05-19 23:31:35,ft06,random,23,91,349,0.3608
5,2026-05-19 23:31:35,ft06,random,24,120,523,0.2736
5,2026-05-19 23:31:35,ft06,random,25,104,427,0.3157
5,2026-05-19 23:31:35,ft06,random,26,92,355,0.3569
5,2026-05-19 23:31:35,ft06,random,27,79,277,0.4156
5,2026-05-19 23:31:35,ft06,random,28,98,391,0.335
5,2026-05-19 23:31:35,ft06,random,29,85,313,0.3863
5,2026-05-19 23:31:35,ft06,random,30,115,493,0.2855
6,2026-05-20 23:48:21,ft06,a2c,1,76,259,0.432
6,2026-05-20 23:48:21,ft06,a2c,2,79,277,0.4156
6,2026-05-20 23:48:21,ft06,a2c,3,76,259,0.432
6,2026-05-20 23:48:21,ft06,a2c,4,60,163,0.5472
6,2026-05-20 23:48:21,ft06,a2c,5,65,193,0.5051
6,2026-05-20 23:48:21,ft06,a2c,6,70,223,0.469
6,2026-05-20 23:48:21,ft06,a2c,7,66,199,0.4975
6,2026-05-20 23:48:21,ft06,a2c,8,72,235,0.456
6,2026-05-20 23:48:21,ft06,a2c,9,75,253,0.4378
6,2026-05-20 23:48:21,ft06,a2c,10,66,199,0.4975
6,2026-05-20 23:48:21,ft06,a2c,11,65,193,0.5051
6,2026-05-20 23:48:21,ft06,a2c,12,76,259,0.432
6,2026-05-20 23:48:21,ft06,a2c,13,65,193,0.5051
6,2026-05-20 23:48:21,ft06,a2c,14,80,283,0.4104
6,2026-05-20 23:48:21,ft06,a2c,15,77,265,0.4264
6,2026-05-20 23:48:21,ft06,a2c,16,66,199,0.4975
6,2026-05-20 23:48:21,ft06,a2c,17,66,199,0.4975
6,2026-05-20 23:48:21,ft06,a2c,18,84,307,0.3909
6,2026-05-20 23:48:21,ft06,a2c,19,61,169,0.5383
6,2026-05-20 23:48:21,ft06,a2c,20,60,163,0.5472
6,2026-05-20 23:48:21,ft06,a2c,21,80,283,0.4104
6,2026-05-20 23:48:21,ft06,a2c,22,62,175,0.5296
6,2026-05-20 23:48:21,ft06,a2c,23,68,211,0.4828
6,2026-05-20 23:48:21,ft06,a2c,24,65,193,0.5051
6,2026-05-20 23:48:21,ft06,a2c,25,60,163,0.5472
6,2026-05-20 23:48:21,ft06,a2c,26,60,163,0.5472
6,2026-05-20 23:48:21,ft06,a2c,27,80,283,0.4104
6,2026-05-20 23:48:21,ft06,a2c,28,81,289,0.4053
6,2026-05-20 23:48:21,ft06,a2c,29,62,175,0.5296
6,2026-05-20 23:48:21,ft06,a2c,30,63,181,0.5212
6,2026-05-20 23:48:21,ft06,a2c_greedy,1,60,163,0.5472
6,2026-05-20 23:48:21,ft06,fifo,1,152,715,0.216
6,2026-05-20 23:48:21,ft06,spt,1,109,457,0.3012
6,2026-05-20 23:48:21,ft06,lpt,1,129,577,0.2545
6,2026-05-20 23:48:21,ft06,edd,1,101,409,0.3251
6,2026-05-20 23:48:21,ft06,random,1,93,361,0.353
6,2026-05-20 23:48:21,ft06,random,2,92,355,0.3569
6,2026-05-20 23:48:21,ft06,random,3,107,445,0.3069
6,2026-05-20 23:48:21,ft06,random,4,101,409,0.3251
6,2026-05-20 23:48:21,ft06,random,5,84,307,0.3909
6,2026-05-20 23:48:21,ft06,random,6,127,565,0.2585
6,2026-05-20 23:48:21,ft06,random,7,104,427,0.3157
6,2026-05-20 23:48:21,ft06,random,8,111,469,0.2958
6,2026-05-20 23:48:21,ft06,random,9,118,511,0.2782
6,2026-05-20 23:48:21,ft06,random,10,108,451,0.304
6,2026-05-20 23:48:21,ft06,random,11,70,223,0.469
6,2026-05-20 23:48:21,ft06,random,12,102,415,0.3219
6,2026-05-20 23:48:21,ft06,random,13,118,511,0.2782
6,2026-05-20 23:48:21,ft06,random,14,92,355,0.3569
6,2026-05-20 23:48:21,ft06,random,15,112,475,0.2932
6,2026-05-20 23:48:21,ft06,random,16,94,367,0.3493
6,2026-05-20 23:48:21,ft06,random,17,98,391,0.335
6,2026-05-20 23:48:21,ft06,random,18,91,349,0.3608
6,2026-05-20 23:48:21,ft06,random,19,79,277,0.4156
6,2026-05-20 23:48:21,ft06,random,20,87,325,0.3774
6,2026-05-20 23:48:21,ft06,random,21,106,439,0.3097
6,2026-05-20 23:48:21,ft06,random,22,81,289,0.4053
6,2026-05-20 23:48:21,ft06,random,23,91,349,0.3608
6,2026-05-20 23:48:21,ft06,random,24,120,523,0.2736
6,2026-05-20 23:48:21,ft06,random,25,104,427,0.3157
6,2026-05-20 23:48:21,ft06,random,26,92,355,0.3569
6,2026-05-20 23:48:21,ft06,random,27,79,277,0.4156
6,2026-05-20 23:48:21,ft06,random,28,98,391,0.335
6,2026-05-20 23:48:21,ft06,random,29,85,313,0.3863
6,2026-05-20 23:48:21,ft06,random,30,115,493,0.2855
7,2026-05-26 18:59:20,ft06,a2c,1,86,319,0.3818
7,2026-05-26 18:59:20,ft06,a2c,2,77,265,0.4264
7,2026-05-26 18:59:20,ft06,a2c,3,81,289,0.4053
7,2026-05-26 18:59:20,ft06,a2c,4,75,253,0.4378
7,2026-05-26 18:59:20,ft06,a2c,5,80,283,0.4104
7,2026-05-26 18:59:20,ft06,a2c,6,80,283,0.4104
7,2026-05-26 18:59:20,ft06,a2c,7,102,415,0.3219
7,2026-05-26 18:59:20,ft06,a2c,8,69,217,0.4758
7,2026-05-26 18:59:20,ft06,a2c,9,75,253,0.4378
7,2026-05-26 18:59:20,ft06,a2c,10,85,313,0.3863
7,2026-05-26 18:59:20,ft06,a2c,11,75,253,0.4378
7,2026-05-26 18:59:20,ft06,a2c,12,80,283,0.4104
7,2026-05-26 18:59:20,ft06,a2c,13,78,271,0.4209
7,2026-05-26 18:59:20,ft06,a2c,14,81,289,0.4053
7,2026-05-26 18:59:20,ft06,a2c,15,75,253,0.4378
7,2026-05-26 18:59:20,ft06,a2c,16,80,283,0.4104
7,2026-05-26 18:59:20,ft06,a2c,17,80,283,0.4104
7,2026-05-26 18:59:20,ft06,a2c,18,73,241,0.4498
7,2026-05-26 18:59:20,ft06,a2c,19,65,193,0.5051
7,2026-05-26 18:59:20,ft06,a2c,20,83,301,0.3956
7,2026-05-26 18:59:20,ft06,a2c,21,75,253,0.4378
7,2026-05-26 18:59:20,ft06,a2c,22,79,277,0.4156
7,2026-05-26 18:59:20,ft06,a2c,23,83,301,0.3956
7,2026-05-26 18:59:20,ft06,a2c,24,71,229,0.4624
7,2026-05-26 18:59:20,ft06,a2c,25,79,277,0.4156
7,2026-05-26 18:59:20,ft06,a2c,26,79,277,0.4156
7,2026-05-26 18:59:20,ft06,a2c,27,69,217,0.4758
7,2026-05-26 18:59:20,ft06,a2c,28,69,217,0.4758
7,2026-05-26 18:59:20,ft06,a2c,29,91,349,0.3608
7,2026-05-26 18:59:20,ft06,a2c,30,83,301,0.3956
7,2026-05-26 18:59:20,ft06,a2c_greedy,1,75,253,0.4378
7,2026-05-26 18:59:20,ft06,spt,1,109,457,0.3012
